row,col,std,custom,similarity,match
16,50,,,1.0,True
16,51,,,1.0,True
16,52,,,1.0,True
16,53,,,1.0,True
16,54,,,1.0,True
16,55,,,1.0,True
16,56,,,1.0,True
16,57,,,1.0,True
16,58,,,1.0,True
16,59,,,1.0,True
16,60,,,1.0,True
16,61,,,1.0,True
17,0,Apendice,Apéndice,0.875,False
17,1,,,1.0,True
17,2,,,1.0,True
17,3,,,1.0,True
17,4,,,1.0,True
17,5,,,1.0,True
17,6,,,1.0,True
17,7,,,1.0,True
17,8,,,1.0,True
17,9,,,1.0,True
17,10,,,1.0,True
17,11,,,1.0,True
17,12,,,1.0,True
17,13,,,1.0,True
17,14,,,1.0,True
17,15,,,1.0,True
17,16,,,1.0,True
17,17,,,1.0,True
17,18,,,1.0,True
17,19,,,1.0,True
17,20,,,1.0,True
17,21,,,1.0,True
17,22,,,1.0,True
17,23,,,1.0,True
17,24,,,1.0,True
17,25,,,1.0,True
17,26,,,1.0,True
17,27,,,1.0,True
17,28,,,1.0,True
17,29,,,1.0,True
17,30,,,1.0,True
17,31,,,1.0,True
17,32,,,1.0,True
17,33,,,1.0,True
17,34,,,1.0,True
17,35,,,1.0,True
17,36,,,1.0,True
17,37,,,1.0,True
17,38,,,1.0,True
17,39,,,1.0,True
17,40,,,1.0,True
17,41,,,1.0,True
17,42,,,1.0,True
17,43,,,1.0,True
17,44,,,1.0,True
17,45,,,1.0,True
17,46,,,1.0,True
17,47,,,1.0,True
17,48,,,1.0,True
17,49,,,1.0,True
17,50,,,1.0,True
17,51,,,1.0,True
17,52,,,1.0,True
17,53,,,1.0,True
17,54,,,1.0,True
17,55,,,1.0,True
17,56,,,1.0,True
17,57,,,1.0,True
17,58,,,1.0,True
17,59,,,1.0,True
17,60,,,1.0,True
17,61,,,1.0,True
18,0,Podos,Podos,1.0,True
18,1,,,1.0,True
18,2,,,1.0,True
18,3,,,1.0,True
18,4,,,1.0,True
18,5,,,1.0,True
18,6,,,1.0,True
18,7,,,1.0,True
18,8,,,1.0,True
18,9,,,1.0,True
18,10,,,1.0,True
18,11,,,1.0,True
18,12,,,1.0,True
18,13,,,1.0,True
18,14,,,1.0,True
